time_s,toe_x_mm,toe_y_mm,toe_z_mm,heel_x_mm,heel_y_mm,heel_z_mm
0.0000,,,,,,
0.0167,,,,,,
0.0334,,,,,,
0.0500,,,,,,
0.0667,,,,,,
0.0834,,,,,,
0.1001,,,,,,
0.1168,,,,,,
0.1334,,,,,,
0.1501,,,,,,
0.1668,,,,,,
0.1835,,,,,,
0.2002,,,,,,
0.2168,,,,,,
0.2335,,,,,,
0.2502,,,,,,
0.2669,,,,,,
0.2835,,,,,,
0.3002,,,,,,
0.3169,,,,,,
0.3336,,,,,,
0.3503,,,,,,
0.3669,,,,,,
0.3836,,,,,,
0.4003,,,,,,
0.4170,,,,,,
0.4337,,,,,,
0.4503,,,,,,
0.4670,,,,,,
0.4837,,,,,,
0.5004,,,,,,
0.5171,,,,,,
0.5337,,,,,,
0.5504,,,,,,
0.5671,,,,,,
0.5838,,,,,,
0.6005,,,,,,
0.6171,,,,,,
0.6338,,,,,,
0.6505,,,,,,
0.6672,,,,,,
0.6838,,,,,,
0.7005,,,,,,
0.7172,,,,,,
0.7339,,,,,,
0.7506,,,,,,
0.7672,,,,,,
0.7839,,,,,,
0.8006,,,,,,
0.8173,,,,,,
0.8340,,,,,,
0.8506,,,,,,
0.8673,,,,,,
0.8840,,,,,,
0.9007,,,,,,
0.9174,,,,,,
0.9340,,,,,,
0.9507,,,,,,
0.9674,,,,,,
0.9841,,,,,,
1.0008,,,,,,
1.0174,,,,,,
1.0341,,,,,,
1.0508,,,,,,
1.0675,,,,,,
1.0841,,,,,,
1.1008,,,,,,
1.1175,,,,,,
1.1342,,,,,,
1.1509,,,,,,
1.1675,,,,,,
1.1842,,,,,,
1.2009,,,,,,
1.2176,,,,,,
1.2343,,,,,,
1.2509,,,,,,
1.2676,,,,,,
1.2843,,,,,,
1.3010,,,,,,
1.3177,,,,,,
1.3343,,,,,,
1.3510,,,,,,
1.3677,,,,,,
1.3844,,,,,,
1.4011,,,,,,
1.4177,,,,,,
1.4344,,,,,,
1.4511,,,,,,
1.4678,,,,,,
1.4844,,,,,,
1.5011,,,,,,
1.5178,,,,,,
1.5345,,,,,,
1.5512,,,,,,
1.5678,,,,,,
1.5845,,,,,,
1.6012,,,,,,
1.6179,,,,,,
1.6346,,,,,,
1.6512,,,,,,
1.6679,,,,,,
1.6846,,,,,,
1.7013,,,,,,
1.7180,,,,,,
1.7346,,,,,,
1.7513,,,,,,
1.7680,,,,,,
1.7847,,,,,,
1.8014,,,,,,
1.8180,,,,,,
1.8347,,,,,,
1.8514,,,,,,
1.8681,,,,,,
1.8848,,,,,,
1.9014,,,,,,
1.9181,,,,,,
1.9348,,,,,,
1.9515,,,,,,
1.9681,,,,,,
1.9848,,,,,,
2.0015,,,,,,
2.0182,,,,,,
2.0349,,,,,,
2.0515,,,,,,
2.0682,,,,,,
2.0849,,,,,,
2.1016,,,,,,
2.1183,,,,,,
2.1349,,,,,,
2.1516,,,,,,
2.1683,,,,,,
2.1850,,,,,,
2.2017,,,,,,
2.2183,,,,,,
2.2350,,,,,,
2.2517,,,,,,
2.2684,,,,,,
2.2851,,,,,,
2.3017,,,,,,
2.3184,,,,,,
2.3351,,,,,,
2.3518,,,,,,
2.3684,,,,,,
2.3851,,,,,,
2.4018,,,,,,
2.4185,,,,,,
2.4352,,,,,,
2.4518,,,,,,
2.4685,,,,,,
2.4852,,,,,,
2.5019,,,,,,
2.5186,,,,,,
2.5352,,,,,,
2.5519,,,,,,
2.5686,,,,,,
2.5853,,,,,,
2.6020,,,,,,
2.6186,,,,,,
2.6353,,,,,,
2.6520,,,,,,
2.6687,,,,,,
2.6854,,,,,,
2.7020,,,,,,
2.7187,,,,,,
2.7354,,,,,,
2.7521,,,,,,
2.7687,,,,,,
2.7854,,,,,,
2.8021,,,,,,
2.8188,,,,,,
2.8355,,,,,,
2.8521,,,,,,
2.8688,,,,,,
2.8855,,,,,,
2.9022,,,,,,
2.9189,,,,,,
2.9355,,,,,,
2.9522,,,,,,
2.9689,,,,,,
2.9856,,,,,,
3.0023,,,,,,
3.0189,,,,,,
3.0356,,,,,,
3.0523,,,,,,
3.0690,,,,,,
3.0857,,,,,,
3.1023,,,,,,
3.1190,,,,,,
3.1357,,,,,,
3.1524,,,,,,
3.1690,,,,,,
3.1857,,,,,,
3.2024,,,,,,
3.2191,,,,,,
3.2358,,,,,,
3.2524,,,,,,
3.2691,,,,,,
3.2858,,,,,,
3.3025,,,,,,
3.3192,,,,,,
3.3358,,,,,,
3.3525,,,,,,
3.3692,,,,,,
3.3859,,,,,,
3.4026,,,,,,
3.4192,,,,,,
3.4359,,,,,,
3.4526,,,,,,
3.4693,,,,,,
3.4860,,,,,,
3.5026,,,,,,
3.5193,,,,,,
3.5360,,,,,,
3.5527,,,,,,
3.5693,,,,,,
3.5860,,,,,,
3.6027,,,,,,
3.6194,,,,,,
3.6361,,,,,,
3.6527,,,,,,
3.6694,,,,,,
3.6861,,,,,,
3.7028,,,,,,
3.7195,,,,,,
3.7361,,,,,,
3.7528,,,,,,
3.7695,,,,,,
3.7862,,,,,,
3.8029,,,,,,
3.8195,,,,,,
3.8362,,,,,,
3.8529,,,,,,
3.8696,,,,,,
3.8863,,,,,,
3.9029,,,,,,
3.9196,,,,,,
3.9363,,,,,,
3.9530,,,,,,
3.9697,,,,,,
3.9863,,,,,,
4.0030,,,,,,
4.0197,,,,,,
4.0364,,,,,,
4.0530,,,,,,
4.0697,,,,,,
4.0864,,,,,,
4.1031,,,,,,
4.1198,,,,,,
4.1364,,,,,,
4.1531,,,,,,
4.1698,,,,,,
4.1865,,,,,,
4.2032,,,,,,
4.2198,,,,,,
4.2365,,,,,,
4.2532,,,,,,
4.2699,,,,,,
4.2866,,,,,,
4.3032,,,,,,
4.3199,,,,,,
4.3366,,,,,,
4.3533,,,,,,
4.3700,,,,,,
4.3866,,,,,,
4.4033,,,,,,
4.4200,,,,,,
4.4367,,,,,,
4.4533,,,,,,
4.4700,,,,,,
4.4867,,,,,,
4.5034,,,,,,
4.5201,,,,,,
4.5367,,,,,,
4.5534,,,,,,
4.5701,,,,,,
4.5868,,,,,,
4.6035,,,,,,
4.6201,,,,,,
4.6368,,,,,,
4.6535,,,,,,
4.6702,,,,,,
4.6869,,,,,,
4.7035,,,,,,
4.7202,,,,,,
4.7369,,,,,,
4.7536,,,,,,
4.7703,,,,,,
4.7869,,,,,,
4.8036,,,,,,
4.8203,,,,,,
4.8370,,,,,,
4.8536,,,,,,
4.8703,,,,,,
4.8870,,,,,,
4.9037,,,,,,
4.9204,,,,,,
4.9370,,,,,,
4.9537,,,,,,
4.9704,,,,,,
4.9871,,,,,,
5.0038,,,,,,
5.0204,,,,,,
5.0371,,,,,,
5.0538,,,,,,
5.0705,,,,,,
5.0872,,,,,,
5.1038,,,,,,
5.1205,,,,,,
5.1372,,,,,,
5.1539,,,,,,
5.1706,,,,,,
5.1872,,,,,,
5.2039,,,,,,
5.2206,,,,,,
5.2373,,,,,,
5.2539,,,,,,
5.2706,,,,,,
5.2873,,,,,,
5.3040,,,,,,
5.3207,,,,,,
5.3373,,,,,,
5.3540,,,,,,
5.3707,,,,,,
5.3874,,,,,,
5.4041,,,,,,
5.4207,,,,,,
5.4374,,,,,,
5.4541,,,,,,
5.4708,,,,,,
5.4875,,,,,,
5.5041,,,,,,
5.5208,,,,,,
5.5375,,,,,,
5.5542,,,,,,
5.5709,,,,,,
5.5875,,,,,,
5.6042,,,,,,
5.6209,,,,,,
5.6376,,,,,,
5.6543,,,,,,
5.6709,,,,,,
5.6876,,,,,,
5.7043,,,,,,
5.7210,,,,,,
5.7376,,,,,,
5.7543,,,,,,
5.7710,,,,,,
5.7877,,,,,,
5.8044,,,,,,
5.8210,,,,,,
5.8377,,,,,,
5.8544,,,,,,
5.8711,,,,,,
5.8878,,,,,,
5.9044,,,,,,
5.9211,,,,,,
5.9378,,,,,,
5.9545,,,,,,
5.9712,,,,,,
5.9878,,,,,,
6.0045,,,,,,
6.0212,,,,,,
6.0379,,,,,,
6.0546,,,,,,
6.0712,,,,,,
6.0879,,,,,,
6.1046,,,,,,
6.1213,,,,,,
6.1379,,,,,,
6.1546,,,,,,
6.1713,,,,,,
6.1880,,,,,,
6.2047,,,,,,
6.2213,,,,,,
6.2380,,,,,,
6.2547,,,,,,
6.2714,,,,,,
6.2881,,,,,,
6.3047,,,,,,
